7100	1	2	0	-1	0	0.00000000	0			Icon.skill1045	0	0	0	0	-1	-1
7101	1	2	0	-1	0	0.00000000	0			Icon.skill1077	0	0	0	0	-1	-1
7102	1	2	0	-1	0	0.00000000	0			Icon.skill1086	0	0	0	0	-1	-1
7103	1	2	0	-1	0	0.00000000	0			Icon.skill1085	0	0	0	0	-1	-1
7104	1	2	0	-1	0	0.00000000	0			Icon.skill1356	0	0	0	0	-1	-1
7105	1	2	0	-1	0	0.00000000	0			Icon.skill1048	0	0	0	0	-1	-1
7106	1	2	0	-1	0	0.00000000	0			Icon.skill1157	0	0	0	0	-1	-1
7107	1	2	0	-1	0	0.00000000	0			Icon.skill0137	0	0	0	0	-1	-1
7108	1	2	0	-1	0	0.00000000	0			Icon.skill0130	0	0	0	0	-1	-1
7109	1	2	0	-1	0	0.00000000	0			Icon.skill1242	0	0	0	0	-1	-1
7110	1	2	0	-1	0	0.00000000	0			Icon.skill1240	0	0	0	0	-1	-1
7111	1	2	0	-1	0	0.00000000	0			Icon.skill0111	0	0	0	0	-1	-1
7112	1	2	0	-1	0	0.00000000	0			Icon.skill1397	0	0	0	0	-1	-1
